participant_id,name,sex,age,height,weight,team,noc,games,year,season,city,sport,event,medal,rand
16685,Kevin Lobdell Burnham,M,47,185,70,United States,USA,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's Two Person Dinghy,Gold,0.083522167
30070,Marie-ve Drolet,F,32,167,60,Canada,CAN,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 1,500 metres",no,0.085425386
2578,"Nicholas ""Nick"" Alexander",M,25,180,64,United States,USA,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Team",no,0.085673885
25311,"Thomas Curtis ""T. C."" Dantzler",M,37,180,74,United States,USA,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",no,0.086089138
,,,,,,,,,,,,,,,0.086654704
9100,Keith Beavers,M,25,185,75,Canada,CAN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Individual Medley,no,0.086984564
25799,Rachel Dawson,F,26,178,68,United States,USA,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,no,0.087233166
30547,Justin William Bek Dumais,M,25,167,65,United States,USA,2004 Summer,2004,Summer,Athina,Diving,Diving Men's Synchronized Springboard,no,0.08754261
11207,Stephen Raj Bhavsar,M,27,169,54,United States,USA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,no,0.088459589
15606,Stephanie Karenmonica Brown-Trafton,F,24,193,100,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Discus Throw,no,0.088587589
2732,Caroll-Ann Alie (-Rosenberg),F,40,173,60,Canada,CAN,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Women's Windsurfer,no,0.088996513
23707,Chandra Crawford,F,22,175,68,Canada,CAN,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's Sprint,Gold,0.089528671
24403,Russell Currier,M,26,173,66,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,no,0.08958675
23868,Ian Lowell Crocker,M,21,193,86,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,0.090245117
33079,Anthony Lee Ervin,M,19,191,80,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,0.091850771
3824,Jasey-Jay Anderson,M,34,178,80,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Men's Parallel Giant Slalom,Gold,0.092286092
960,Amanda Jo Adkins (-Schneider),F,23,173,61,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Backstroke,no,0.092351056
30318,Jessika Dubuc,F,25,168,57,Canada,CAN,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,no,0.093255788
8193,Peter Barry,M,56,180,78,Canada,CAN,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",no,0.093305928
14180,KC Boutiette,M,31,180,70,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Men's 5,000 metres",no,0.093570068
9040,"Jonathan ""Jon"" Beare",M,26,185,75,Canada,CAN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,no,0.093574831
11671,"Suzanne Brigit ""Sue"" Bird",F,23,175,66,United States,USA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Gold,0.095035714
22837,Annelies Cook,F,29,168,56,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,no,0.09505224
32382,Taylor Ellis-Watson,F,23,183,65,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,0.095439517
8235,"Corinne ""Cori"" Bartel (-Morris)",F,38,165,58,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Curling,Curling Women's Curling,Silver,0.095956771
22379,"Kathryn A. ""Kathy"" Colin",F,26,172,68,United States,USA,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",no,0.096047483
22474,"Atwood Peter ""Porter"" Collins",M,25,196,87,United States,USA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,no,0.096215283
23964,Will Crothers,M,25,195,95,Canada,CAN,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Silver,0.098014098
34326,Joy Lynn Fawcett (Biefeld-),F,32,165,59,United States,USA,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Silver,0.098106335
30712,Brian William Dunseth,M,23,180,77,United States,USA,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,no,0.098399334
19644,Miles Cleveland Chamley-Watson,M,22,193,80,United States,USA,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Foil, Individual",no,0.098593367
21976,Robin Clegg,M,28,175,70,Canada,CAN,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,no,0.099497655
17515,Caroline Calv,F,35,177,73,Canada,CAN,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Parallel Giant Slalom,no,0.100799018
13804,Mark Boswell,M,22,189,66,Canada,CAN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's High Jump,no,0.101905508
11930,Sadie Bjornsen,F,24,175,66,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,no,0.102502228
23723,Shawn Crawford,M,26,181,86,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,0.103013368
9659,"Zachary Michael ""Zach"" Bell",M,29,175,75,Canada,CAN,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Omnium,no,0.105602373
30882,"Nathaniel James ""Nate"" Dusing",M,25,185,83,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,0.106146683
13921,"Carolin Ruth ""Cal"" Bouchard",F,22,173,64,Canada,CAN,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,no,0.106275839
23426,Natalie Anne Coughlin (-Hall),F,21,173,63,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,0.107352273
11926,Tyler Bjorn,M,42,189,104,Canada,CAN,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Two Person Keelboat,no,0.107645044
29686,"Gabrielle Christina Victoria ""Gabby"" Douglas",F,20,157,50,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,no,0.108524056
3845,"Matthew John ""Matt"" Anderson",M,25,202,100,United States,USA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,no,0.108889712
27556,Patrick Deneen,M,26,170,82,United States,USA,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Moguls,no,0.109081049
23180,Heather Corrie,F,37,173,59,United States,USA,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Singles, Slalom",no,0.109155535
9034,Amanda Ray Beard (-Brown),F,22,173,59,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,0.109996188
11769,"Andrew Thomas ""Andy"" Bisek",M,29,178,82,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",no,0.110019962
30129,"Christopher Ellis ""Chris"" Drury",M,29,178,86,United States,USA,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,no,0.110500411
34433,Stefanie Fee,F,26,168,63,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,no,0.111604005
15947,Ashley Brzozowicz,F,29,176,75,Canada,CAN,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Silver,0.111680058
15477,Bobby Brown,M,22,188,82,United States,USA,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Slopestyle,no,0.112465963
9034,Amanda Ray Beard (-Brown),F,18,173,59,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Breaststroke,Bronze,0.114322051
7518,"Thu Ai ""Tawny Banh",F,29,160,53,United States,USA,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Women's Singles,no,0.11519955
24387,Taylor Curran,M,24,183,80,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,no,0.116543773
7545,David Banks,M,28,188,87,United States,USA,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,no,0.116587229
30807,Kevin Wayne Durant,M,23,206,105,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Gold,0.117425824
30622,"David ""Dave"" Duncan",M,31,183,93,Canada,CAN,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Ski Cross,no,0.117478603
2412,Kyle Scott Alcorn,M,27,185,82,United States,USA,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",no,0.118687164
13963,Sarah Boudens (-Baillie),F,25,163,67,Canada,CAN,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Singles, Slalom",no,0.118931925
10390,Lindsey Napela Berg,F,32,173,77,United States,USA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Silver,0.118968449
29703,Michael Douglas,M,38,172,78,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Skeleton,Skeleton Men's Skeleton,no,0.119154125
9239,Janine Elizabeth Beckie,F,21,173,63,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze,0.119347584
16615,"Timothy John ""Tim"" Burke",M,28,180,73,United States,USA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,no,0.119852068
22900,"Samantha ""Sammy"" Cools",F,22,160,60,Canada,CAN,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Women's BMX,no,0.120381308
16671,"John David ""J. D."" Burnes",M,20,178,78,Canada,CAN,2008 Summer,2008,Summer,Beijing,Archery,Archery Men's Team,no,0.121259764
15511,Dustin James Brown,M,29,183,94,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,no,0.121569088
5152,"Elizabeth ""Betsey"" Armstrong",F,25,188,77,United States,USA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Silver,0.121741426
17462,Ryan Callahan,M,24,180,86,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,0.12198703
15538,Jeremiah Brown,M,26,198,106,Canada,CAN,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Silver,0.12253062
31228,Jan Ebeling,M,53,180,70,United States,USA,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Dressage, Individual",no,0.122754416
17515,Caroline Calv,F,31,177,73,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Women's Parallel Giant Slalom,no,0.122830964
21333,Tyler Christopher,M,24,188,84,Canada,CAN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,no,0.123289285
27168,Graham DeLaet,M,34,180,,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Golf,Golf Men's Individual,no,0.123457052
20551,Lisa Chesson,F,23,169,66,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,0.123912515
23464,Charle Cournoyer,M,22,173,68,Canada,CAN,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Bronze,0.124030863
12354,Ivanie Lise Blondin,F,23,165,56,Canada,CAN,2014 Winter,2014,Winter,Sochi,Speed Skating,"Speed Skating Women's 5,000 metres",no,0.12528064
30781,Andrea Duran,F,24,168,60,United States,USA,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Silver,0.125406293
12890,Franois Boivin,M,27,170,70,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Men's Boardercross,no,0.125425267
17696,"Daniel Alan ""Dan"" Campbell",M,23,170,70,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 20 kilometres,no,0.125677345
22166,Ryan Andrew Cochrane,M,23,192,80,Canada,CAN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 400 metres Freestyle,no,0.125864682
25713,Meryl Elizabeth Davis,F,27,160,49,United States,USA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Bronze,0.126135008
20106,"William Joseph N. ""Joey"" Cheek",M,26,185,79,United States,USA,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating Men's 1,000 metres",Silver,0.127595
29145,"Thomas Fitzgerald ""Tom"" Dolan",M,24,201,86,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Individual Medley,Silver,0.12763379
16970,"Jennifer ""Jen"" Button",F,22,163,55,Canada,CAN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,no,0.128895702
23721,Rosanna Lee Crawford,F,25,180,67,Canada,CAN,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 10 kilometres Pursuit,no,0.129117169
15464,Alicia Brown,F,26,165,57,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,no,0.129785553
25380,Hannah Darling,F,20,174,72,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze,0.129878869
27745,Kimberly Derrick,F,24,165,56,United States,USA,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Women's 1,000 metres",no,0.130492923
24309,Erin Cumpstone,F,23,173,68,Canada,CAN,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,no,0.131237777
28504,Devon Diggle,M,20,183,83,Canada,CAN,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,no,0.131794668
14687,"Nathan ""Nate"" Brannen",M,25,174,58,Canada,CAN,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 1,500 metres",no,0.132898445
10337,"Richard ""Ricky"" Berens",M,20,188,93,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,0.133140147
8645,Emily Batty,F,24,161,48,Canada,CAN,2012 Summer,2012,Summer,London,Cycling,"Cycling Women's Mountainbike, Cross-Country",no,0.133688823
6948,"John ""Johnny"" Bairos",M,22,167,74,United States,USA,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Team Sprint,no,0.134229923
3473,Amanda Ammar,F,20,157,54,Canada,CAN,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,no,0.134650023
17438,"Patrick Maloney ""Pat"" Calhoun",M,19,183,84,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Breaststroke,no,0.137554014
10257,"Joseph ""Gunnar"" Bentz",M,20,196,84,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,0.138154498
35194,Connor Evan Fields,M,19,183,88,United States,USA,2012 Summer,2012,Summer,London,Cycling,Cycling Men's BMX,no,0.138438287
6245,Miranda Joy Ayim,F,24,190,72,Canada,CAN,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,no,0.139855678
35395,Thomas Finchum,M,18,185,68,United States,USA,2008 Summer,2008,Summer,Beijing,Diving,Diving Men's Platform,no,0.140046496
21181,Amy Yuen-Yee Chow (-Ho),F,22,155,44,United States,USA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Uneven Bars,no,0.140079383
35653,Casey J. FitzRandolph,M,31,180,79,United States,USA,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating Men's 1,000 metres",no,0.140471221
30918,Phillip Peter Dutton,M,48,168,68,United States,USA,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",no,0.140893635
22837,Annelies Cook,F,29,168,56,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 10 kilometres Pursuit,no,0.140950384
23652,Charlotte Rose Craig,F,17,168,49,United States,USA,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Women's Flyweight,no,0.14125969
27868,"Richard Dessureault-Dober, Jr.",M,23,185,85,Canada,CAN,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",no,0.141825894
145,Jeremy Abbott,M,28,175,70,United States,USA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Men's Singles,no,0.141966241
811,Natalie Cammile Adams (-Brannan),F,20,173,65,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Butterfly,no,0.142046486
21900,Scott Tyler Clary,M,23,185,84,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Butterfly,no,0.142675357
25799,Rachel Dawson,F,23,178,68,United States,USA,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,no,0.142887222
15563,"Matthew Benjamin ""Matt"" Brown",M,25,182,93,United States,USA,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze,0.142898789
30888,Rebecca Ann Dussault (Quinn-),F,25,165,55,United States,USA,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,no,0.143371311
683,Natalie Chioma Achonwa,F,19,190,86,Canada,CAN,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,no,0.143506941
8750,Ashton Baumann,M,23,191,74,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Breaststroke,no,0.143753102
25827,"Matthew F. ""Matt"" Dayton",M,24,178,68,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Nordic Combined,Nordic Combined Men's Sprint,no,0.144398584
18456,Kip Carpenter,M,22,178,73,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Men's 1,000 metres",no,0.14449665
6038,"Thomas ""Tom"" Auth",M,32,185,74,United States,USA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,no,0.145638512
13870,Jennifer Lori Botterill,F,22,175,71,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,0.146168109
27430,"William ""Bill"" Demarest",M,35,175,72,United States,USA,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Air Pistol, 10 metres",no,0.146465679
35426,Mason Finley,M,25,203,158,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,no,0.146930905
21181,Amy Yuen-Yee Chow (-Ho),F,22,155,44,United States,USA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Horse Vault,no,0.14749521
35387,"Andrew Joseph ""Andy"" Finch",M,24,170,75,United States,USA,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Men's Halfpipe,no,0.148651987
15163,Thrse Anne Brisson,F,35,170,68,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,0.149050786
35302,Jonelle Filigno,F,17,169,58,Canada,CAN,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,no,0.149656918
32384,Brady Lee Ellison,M,19,181,86,United States,USA,2008 Summer,2008,Summer,Beijing,Archery,Archery Men's Team,no,0.150122073
24000,"Margaret Yates ""Maggie"" Crowley",F,19,162,61,United States,USA,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating Women's 3,000 metres",no,0.150144852
15325,Trayvon Jaquez Bromell,M,21,175,70,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,no,0.150560615
27745,Kimberly Derrick,F,20,165,56,United States,USA,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",no,0.150772731
15618,Pierre Browne,M,24,175,71,Canada,CAN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,no,0.151399976
21976,Robin Clegg,M,28,175,70,Canada,CAN,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 10 kilometres Sprint,no,0.152068094
